EPC,AntnenaId,ChannelIndex,Doppler,PeekRssi,PrecissRssi,Phase,FirstReadTime,LastReadTime,ReadCount,Timestamp
E2008325251402851710659D,4,1,1966,-65,-6550,1604,1367933348107335,1367933348107335,1,1367936784019
E2008325251402851710659D,4,1,1445,-68,-6850,1940,1367933348116530,1367933348116530,1,1367936784019
E2008325251402851710659D,4,1,911,-67,-6750,2032,1367933348155865,1367933348155865,1,1367936784019
E2008325251402851710659D,3,1,703,-69,-6900,1888,1367933348251186,1367933348251186,1,1367936784143
E2008325251402851710659D,4,1,-117,-67,-6700,2168,1367933348600338,1367933348600338,1,1367936784529
E2008325251402851710659D,3,1,221,-69,-6900,1844,1367933348720211,1367933348720211,1,1367936784535
E2008325251402851710659D,4,1,963,-69,-6900,1956,1367933348769723,1367933348769723,1,1367936784641
E2008325251402851710659D,3,1,2200,-69,-6900,1600,1367933348920993,1367933348920993,1,1367936784787
E2008325251402851710659D,4,1,-1028,-66,-6650,2232,1367933349093244,1367933349093244,1,1367936784989
E2008325251402851710659D,4,1,611,-67,-6750,2116,1367933349096472,1367933349096472,1,1367936784989
E2008325251402851710659D,4,1,-807,-68,-6850,2172,1367933349139093,1367933349139093,1,1367936784989
E2008325251402851710659D,3,1,78,-68,-6850,1868,1367933349181755,1367933349181755,1,1367936784993
E2008325251402851710659D,4,1,911,-65,-6500,1884,1367933349195407,1367933349195407,1,1367936785124
E2008325251402851710659D,4,1,-364,-65,-6550,2060,1367933349235303,1367933349235303,1,1367936785125
E2008325251402851710659D,3,1,911,-70,-7000,1700,1367933349308694,1367933349308694,1,1367936785125
E2008325251402851710659D,4,1,429,-67,-6750,2204,1367933349344699,1367933349344699,1,1367936785271
E2008325251402851710659D,4,1,5104,-67,-6700,1384,1367933349425219,1367933349425219,1,1367936785272
E2008325251402851710659D,4,1,2109,-67,-6750,1944,1367933349434037,1367933349434037,1,1367936785276
E2008325251402851710659D,4,1,-182,-68,-6800,2168,1367933349479118,1367933349479118,1,1367936785396
E2008325251402851710659D,3,1,-1744,-69,-6950,2008,1367933349520352,1367933349520352,1,1367936785397
E2008325251402851710659D,4,1,1054,-65,-6500,2076,1367933349536907,1367933349536907,1,1367936785397
E2008325251402851710659D,3,1,-559,-69,-6900,2032,1367933349570776,1367933349570776,1,1367936785397
E2008325251402851710659D,4,1,-26,-67,-6700,2208,1367933349610083,1367933349610083,1,1367936785514
E2008325251402851710659D,4,1,1718,-67,-6700,1872,1367933349654684,1367933349654684,1,1367936785514
E2008325251402851710659D,3,1,247,-68,-6850,1892,1367933349692003,1367933349692003,1,1367936785514
E2008325251402851710659D,4,1,-963,-65,-6550,2296,1367933349714326,1367933349714326,1,1367936785645
E2008325251402851710659D,3,1,-1132,-69,-6900,1960,1367933349828986,1367933349828986,1,1367936785645
E2008325251402851710659D,3,1,-2135,-68,-6850,2144,1367933349841722,1367933349841722,1,1367936785785
E2008325251402851710659D,4,1,2057,-68,-6850,1660,1367933350039040,1367933350039040,1,1367936785891
E2008325251402851710659D,4,1,-638,-66,-6650,2356,1367933350047869,1367933350047869,1,1367936785891
E2008325251402851710659D,4,1,1497,-65,-6500,2000,1367933350174609,1367933350174609,1,1367936786036
E2008325251402851710659D,3,1,4036,-69,-6950,1336,1367933350211130,1367933350211130,1,1367936786036
E2008325251402851710659D,4,1,1171,-67,-6750,2196,1367933350363490,1367933350363490,1,1367936786247
E2008325251402851710659D,4,1,533,-67,-6750,2136,1367933350366799,1367933350366799,1,1367936786247
E2008325251402851710659D,4,1,-1393,-68,-6850,2324,1367933350408465,1367933350408465,1,1367936786248
E2008325251402851710659D,4,1,-117,-68,-6800,2228,1367933350645160,1367933350645160,1,1367936786546
E2008325251402851710659D,4,1,182,-68,-6800,2180,1367933350764565,1367933350764565,1,1367936786645
E2008325251402851710659D,4,1,585,-66,-6650,2252,1367933350810894,1367933350810894,1,1367936786645
E2008325251402851710659D,4,1,-1249,-66,-6600,2296,1367933350814022,1367933350814022,1,1367936786645
E2008325251402851710659D,4,1,-1692,-67,-6700,2340,1367933350859225,1367933350859225,1,1367936786736
E2008325251402851710659D,4,1,273,-67,-6700,2176,1367933350867114,1367933350867114,1,1367936786736
E2008325251402851710659D,4,1,-1445,-68,-6800,2344,1367933350910777,1367933350910777,1,1367936786737
E2008325251402851710659D,4,1,364,-66,-6600,2088,1367933350924778,1367933350924778,1,1367936786737
E2008325251402851710659D,4,1,585,-68,-6800,2052,1367933350967750,1367933350967750,1,1367936786888
E2008325251402851710659D,4,1,1015,-69,-6950,1956,1367933351188424,1367933351188424,1,1367936787033
E2008325251402851710659D,4,1,-1367,-67,-6700,2192,1367933351198332,1367933351198332,1,1367936787033
E2008325251402851710659D,3,1,2070,-67,-6750,1412,1367933351211825,1367933351211825,1,1367936787034
E2008325251402851710659D,4,1,-299,-66,-6650,2240,1367933351515173,1367933351515173,1,1367936787395
E2008325251402851710659D,3,1,-468,-70,-7050,1996,1367933351557849,1367933351557849,1,1367936787395
E2008325251402851710659D,4,1,-299,-65,-6500,1884,1367933351574501,1367933351574501,1,1367936787395
E2008325251402851710659D,3,1,1106,-69,-6900,1676,1367933351616846,1367933351616846,1,1367936787527
E2008325251402851710659D,3,1,-1861,-68,-6850,2016,1367933351690380,1367933351690380,1,1367936787528
E2008325251402851710659D,4,1,-52,-66,-6650,2120,1367933351856223,1367933351856223,1,1367936787768
E2008325251402851710659D,4,1,416,-67,-6750,1944,1367933351945070,1367933351945070,1,1367936787774
E2008325251402851710659D,4,1,-1276,-66,-6650,2244,1367933351956687,1367933351956687,1,1367936787774
E2008325251402851710659D,4,1,559,-68,-6800,2100,1367933352101137,1367933352101137,1,1367936787995
E2008325251402851710659D,4,1,-611,-68,-6850,2224,1367933352111096,1367933352111096,1,1367936787996
E2008325251402851710659D,4,1,1132,-66,-6650,1892,1367933352130091,1367933352130091,1,1367936787996
E2008325251402851710659D,4,1,2057,-66,-6650,1968,1367933352139364,1367933352139364,1,1367936787996
E2008325251402851710659D,4,1,1588,-67,-6750,1916,1367933352184935,1367933352184935,1,1367936788002
E2008325251402851710659D,4,1,755,-66,-6600,1940,1367933352195295,1367933352195295,1,1367936788109
E2008325251402851710659D,4,1,703,-66,-6650,2044,1367933352234414,1367933352234414,1,1367936788109
E2008325251402851710659D,4,1,-338,-66,-6600,2056,1367933352246905,1367933352246905,1,1367936788109
E2008325251402851710659D,4,1,-585,-66,-6650,2252,1367933352648727,1367933352648727,1,1367936788494
E2008325251402851710659D,4,1,4387,-67,-6700,1476,1367933352655559,1367933352655559,1,1367936788494
E2008325251402851710659D,4,1,26,-67,-6750,2172,1367933352675905,1367933352675905,1,1367936788499
E2008325251402851710659D,4,1,1158,-67,-6700,2076,1367933352683421,1367933352683421,1,1367936788499
E2008325251402851710659D,3,1,338,-68,-6850,1780,1367933352699493,1367933352699493,1,1367936788629
E2008325251402851710659D,3,1,-1523,-69,-6950,2004,1367933352716905,1367933352716905,1,1367936788629
E2008325251402851710659D,4,1,-247,-68,-6800,2156,1367933352770026,1367933352770026,1,1367936788629
E2008325251402851710659D,4,1,-1692,-65,-6550,2284,1367933352954377,1367933352954377,1,1367936788776
E2008325251402851710659D,4,1,-416,-66,-6600,2192,1367933352963892,1367933352963892,1,1367936788776
E2008325251402851710659D,4,1,416,-68,-6800,2160,1367933353476623,1367933353476623,1,1367936789297
E2008325251402851710659D,4,1,299,-67,-6750,2096,1367933353482213,1367933353482213,1,1367936789394
E2008325251402851710659D,4,1,364,-67,-6750,2120,1367933353502345,1367933353502345,1,1367936789395
E2008325251402851710659D,4,1,-468,-66,-6650,2224,1367933353513378,1367933353513378,1,1367936789395
E2008325251402851710659D,4,1,-716,-67,-6750,2304,1367933353558084,1367933353558084,1,1367936789395
E2008325251402851710659D,4,1,559,-66,-6650,2024,1367933353656026,1367933353656026,1,1367936789518
E2008325251402851710659D,3,1,468,-67,-6750,1756,1367933353671449,1367933353671449,1,1367936789518
E2008325251402851710659D,4,1,2057,-67,-6700,1980,1367933353703237,1367933353703237,1,1367936789519
E2008325251402851710659D,4,1,585,-64,-6450,2120,1367933353779081,1367933353779081,1,1367936789645
E2008325251402851710659D,3,1,143,-69,-6900,1692,1367933353816407,1367933353816407,1,1367936789645
E2008325251402851710659D,4,1,351,-68,-6800,2100,1367933353913578,1367933353913578,1,1367936789785
E2008325251402851710659D,4,1,-156,-66,-6650,2080,1367933354013232,1367933354013232,1,1367936789894
E2008325251402851710659D,4,1,2395,-67,-6750,1804,1367933354022799,1367933354022799,1,1367936789894
E2008325251402851710659D,4,1,781,-64,-6450,1872,1367933354073309,1367933354073309,1,1367936789894
E2008325251402851710659D,4,1,611,-67,-6750,2124,1367933354138044,1367933354138044,1,1367936790030
E2008325251402851710659D,4,1,429,-68,-6800,2104,1367933354228136,1367933354228136,1,1367936790149
E2008325251402851710659D,4,1,26,-65,-6550,2148,1367933354243010,1367933354243010,1,1367936790149
E2008325251402851710659D,4,1,1471,-67,-6700,2040,1367933354396483,1367933354396483,1,1367936790265
E2008325251402851710659D,4,1,-78,-68,-6800,2092,1367933354413563,1367933354413563,1,1367936790265
E2008325251402851710659D,4,1,-468,-68,-6800,2236,1367933354477453,1367933354477453,1,1367936790387
E2008325251402851710659D,4,1,-1445,-67,-6750,2212,1367933354547410,1367933354547410,1,1367936790388
E2008325251402851710659D,4,1,1744,-68,-6800,1892,1367933354553893,1367933354553893,1,1367936790388
E2008325251402851710659D,3,1,247,-69,-6900,1876,1367933354627691,1367933354627691,1,1367936790515
E2008325251402851710659D,4,1,-52,-65,-6500,2196,1367933354684140,1367933354684140,1,1367936790515
E2008325251402851710659D,4,1,-1223,-68,-6800,2216,1367933354825264,1367933354825264,1,1367936790646
E2008325251402851710659D,4,1,117,-66,-6600,2200,1367933354833309,1367933354833309,1,1367936790646
E2008325251402851710659D,4,1,-533,-67,-6750,2128,1367933354905181,1367933354905181,1,1367936790771
E2008325251402851710659D,4,1,1666,-69,-6900,1988,1367933354912682,1367933354912682,1,1367936790771
E2008325251402851710659D,4,1,2044,-67,-6750,1896,1367933355042391,1367933355042391,1,1367936790895
E2008325251402851710659D,4,1,664,-66,-6600,2044,1367933355052186,1367933355052186,1,1367936790895
E2008325251402851710659D,3,1,1549,-68,-6800,1752,1367933355129026,1367933355129026,1,1367936791025
E2008325251402851710659D,4,1,-247,-68,-6800,2148,1367933355199707,1367933355199707,1,1367936791025
E2008325251402851710659D,4,1,195,-65,-6550,2256,1367933355213624,1367933355213624,1,1367936791025
E2008325251402851710659D,3,1,-247,-69,-6900,1852,1367933355281659,1367933355281659,1,1367936791147
E2008325251402851710659D,3,1,390,-67,-6750,1820,1367933355290533,1367933355290533,1,1367936791147
E2008325251402851710659D,4,1,1666,-67,-6750,1900,1367933355360753,1367933355360753,1,1367936791283
E2008325251402851710659D,4,1,247,-66,-6600,1956,1367933355366464,1367933355366464,1,1367936791283
E2008325251402851710659D,4,1,885,-68,-6800,2028,1367933355662901,1367933355662901,1,1367936791522
E2008325251402851710659D,4,1,1783,-66,-6650,1876,1367933355704225,1367933355704225,1,1367936791527
E2008325251402851710659D,4,1,585,-67,-6700,2060,1367933355714108,1367933355714108,1,1367936791527
E2008325251402851710659D,4,1,950,-67,-6700,2040,1367933355758885,1367933355758885,1,1367936791644
E2008325251402851710659D,3,1,664,-69,-6900,1772,1367933355795793,1367933355795793,1,1367936791645
E2008325251402851710659D,3,1,2252,-68,-6800,1568,1367933355839177,1367933355839177,1,1367936791757
E2008325251402851710659D,4,1,1341,-67,-6750,1960,1367933355874039,1367933355874039,1,1367936791757
E2008325251402851710659D,4,1,664,-67,-6750,2180,1367933355913841,1367933355913841,1,1367936791757
E2008325251402851710659D,4,1,1341,-68,-6800,1992,1367933356111906,1367933356111906,1,1367936792032
E2008325251402851710659D,4,1,-117,-65,-6550,2152,1367933356213314,1367933356213314,1,1367936792032
E2008325251402851710659D,4,1,-1874,-66,-6650,2384,1367933356304429,1367933356304429,1,1367936792144
E2008325251402851710659D,4,1,494,-69,-6950,2096,1367933356365471,1367933356365471,1,1367936792265
E2008325251402851710659D,3,1,-455,-69,-6950,1812,1367933356427729,1367933356427729,1,1367936792265
E2008325251402851710659D,4,1,-1054,-68,-6850,2216,1367933356462821,1367933356462821,1,1367936792398
E2008325251402851710659D,4,1,729,-67,-6750,2180,1367933356554184,1367933356554184,1,1367936792398
E2008325251402851710659D,3,1,-2083,-69,-6900,2028,1367933356589471,1367933356589471,1,1367936792521
E2008325251402851710659D,3,1,390,-67,-6750,1812,1367933356686944,1367933356686944,1,1367936792521
E2008325251402851710659D,4,1,651,-68,-6800,2096,1367933356718620,1367933356718620,1,1367936792645
E2008325251402851710659D,3,1,-937,-69,-6900,2064,1367933356796959,1367933356796959,1,1367936792646
E2008325251402851710659D,4,1,1966,-68,-6800,1956,1367933356832842,1367933356832842,1,1367936792646
E2008325251402851710659D,4,1,-1549,-67,-6700,2436,1367933356872218,1367933356872218,1,1367936792768
E2008325251402851710659D,4,1,1393,-67,-6750,2028,1367933356916006,1367933356916006,1,1367936792769
E2008325251402851710659D,3,1,117,-68,-6800,1904,1367933356929325,1367933356929325,1,1367936792769
E2008325251402851710659D,4,1,859,-67,-6750,2012,1367933356963567,1367933356963567,1,1367936792893
E2008325251402851710659D,4,1,-1054,-67,-6750,2252,1367933357015624,1367933357015624,1,1367936792894
E2008325251402851710659D,4,1,611,-67,-6700,2088,1367933357106257,1367933357106257,1,1367936793017
E2008325251402851710659D,4,1,1367,-67,-6700,1968,1367933357156348,1367933357156348,1,1367936793018
E2008325251402851710659D,4,1,-442,-65,-6550,2204,1367933357164345,1367933357164345,1,1367936793018
E2008325251402851710659D,4,1,1236,-68,-6800,1984,1367933357207086,1367933357207086,1,1367936793018
E2008325251402851710659D,4,1,-833,-66,-6600,2228,1367933357212843,1367933357212843,1,1367936793136
E2008325251402851710659D,4,1,-299,-68,-6800,2208,1367933357257492,1367933357257492,1,1367936793136
E2008325251402851710659D,4,1,2695,-67,-6750,1864,1367933357265381,1367933357265381,1,1367936793136
E2008325251402851710659D,4,1,-1054,-66,-6600,2240,1367933357373351,1367933357373351,1,1367936793265
E2008325251402851710659D,3,1,-338,-68,-6850,1764,1367933357409371,1367933357409371,1,1367936793265
E2008325251402851710659D,4,1,2578,-67,-6750,1848,1367933357452081,1367933357452081,1,1367936793266
E2008325251402851710659D,4,1,-1940,-66,-6650,2412,1367933357513734,1367933357513734,1,1367936793395
E2008325251402851710659D,4,1,585,-67,-6750,2128,1367933357539043,1367933357539043,1,1367936793396
E2008325251402851710659D,4,1,-755,-67,-6750,2216,1367933357587260,1367933357587260,1,1367936793525
E2008325251402851710659D,3,1,611,-70,-7000,1704,1367933357628966,1367933357628966,1,1367936793526
E2008325251402851710659D,4,1,-169,-68,-6800,2192,1367933357754292,1367933357754292,1,1367936793641
E2008325251402851710659D,4,1,-1106,-68,-6850,2216,1367933357797782,1367933357797782,1,1367936793641
E2008325251402851710659D,4,1,-1106,-66,-6600,2268,1367933357806512,1367933357806512,1,1367936793641
E2008325251402851710659D,4,1,781,-68,-6800,2064,1367933358008869,1367933358008869,1,1367936793897
E2008325251402851710659D,4,1,-2304,-66,-6600,2348,1367933358052047,1367933358052047,1,1367936793897
E2008325251402851710659D,4,1,-3697,-66,-6650,2692,1367933358162085,1367933358162085,1,1367936794020
E2008325251402851710659D,4,1,-755,-68,-6800,2168,1367933358207541,1367933358207541,1,1367936794020
E2008325251402851710659D,3,1,-1914,-69,-6900,1976,1367933358247989,1367933358247989,1,1367936794141
E2008325251402851710659D,4,1,1783,-66,-6600,1860,1367933358263900,1367933358263900,1,1367936794142
E2008325251402851710659D,3,1,-208,-66,-6650,1772,1367933358319044,1367933358319044,1,1367936794142
E2008325251402851710659D,4,1,-1341,-68,-6800,2284,1367933358435240,1367933358435240,1,1367936794264
E2008325251402851710659D,4,1,-976,-68,-6800,2160,1367933358443847,1367933358443847,1,1367936794264
E2008325251402851710659D,4,1,-1158,-68,-6800,2248,1367933358546074,1367933358546074,1,1367936794391
E2008325251402851710659D,4,1,-52,-69,-6950,2128,1367933358618898,1367933358618898,1,1367936794523
E2008325251402851710659D,4,1,169,-68,-6800,2100,1367933358686492,1367933358686492,1,1367936794523
E2008325251402851710659D,4,1,-104,-65,-6550,2100,1367933358692557,1367933358692557,1,1367936794523
E2008325251402851710659D,4,1,-1028,-67,-6700,2204,1367933358975348,1367933358975348,1,1367936794791
E2008325251402851710659D,4,1,-403,-68,-6850,2196,1367933359138166,1367933359138166,1,1367936795029
E2008325251402851710659D,4,1,2109,-67,-6750,2236,1367933359264080,1367933359264080,1,1367936795143
E2008325251402851710659D,4,1,-325,-67,-6750,2172,1367933359344899,1367933359344899,1,1367936795256
E2008325251402851710659D,4,1,833,-68,-6800,2040,1367933359391286,1367933359391286,1,1367936795257
E2008325251402851710659D,4,1,-585,-70,-7000,2224,1367933359698230,1367933359698230,1,1367936795545
